sentence,label,gpt4_response,gpt4_keyword
8月29至30日，丽泽中学教育集团召开《教师素养提升及全员育人》德育研讨会。北京教育学院迟希新教授做《新教改背景下全员育人的理念和有效实施》的专题讲座，北京市朝阳分院肖艳丽老师做《学·习——阅读自己，且思且行》的专题讲座。语文教师姜跃立足语文学科渗透德育内涵，做《用心在教育圣地里耕耘》主题分享；班主任张建文老师依托班级活动让传统文化中的经典德育思想在学生内心落地生根；年轻班主任孙默老师用“奇葩说”、“琐事杂谈”等学生喜欢的方式分享《向着未来出发》。校医张冰老师以《立足本职，寓德本职》为题，分享二线职员做德育工作的感悟。张曙光校长作了总结发言。,0-7:time;9-16:sponsor;19-36:name,"name: 《教师素养提升及全员育人》德育研讨会
participant: 迟希新教授、肖艳丽老师、姜跃、张建文老师、孙默老师、张冰老师、张曙光校长
summary: 张曙光校长作了总结发言
sub_forum: 无
paper: 无
invites: 无
time: 8月29至30日
sponsor: 丽泽中学教育集团
standpoint: 教师素养提升及全员育人
purpose: 提升教师素养，实施全员育人
scale: 无
spokesman: 迟希新教授、肖艳丽老师、姜跃、张建文老师、孙默老师、张冰老师、张曙光校长
prize: 无
theme: 教师素养提升及全员育人","""教师素养提升；全员育人；德育研讨会；新教改背景；全员育人的理念；有效实施；学·习；阅读自己；语文学科；德育内涵；教育圣地；传统文化；学生喜欢；未来出发；校医；二线职员；德育工作；张曙光校长；"""
12月10日至13日，公安大学党委委员、副校长席艳丽应邀出席中俄警方干部培训联合工作组第十次会议。会议期间，中俄双方与会代表互相通报了自签署合作协议特别是第九次会议以来有关干部培训计划的落实情况，并就2019年拟开展的重点合作项目进行了深入磋商，会后签署了《会议纪要》。,0-9:time;30-47:name;49-134:summary,"name: 中俄警方干部培训联合工作组第十次会议
participant: 席艳丽
summary: 签署了《会议纪要》
time: 12月10日至13日
sponsor: 中俄警方干部培训联合工作组
purpose: 讨论2019年拟开展的重点合作项目
spokesman: 无
sub_forum: 无
paper: 无
invites: 无
standpoint: 无
scale: 无
prize: 无
theme: 无",“席艳丽；中俄警方干部培训；会议；合作协议；干部培训计划；合作项目；会议纪要；”
4月14日，首都师范大学附中举办“新中高考背景下学校课程整体建设创新”专题研讨会。本次研讨会由市教委基教二处、北京教育科学研究院基教课程教材发展研究中心主办，首都师范大学附中承办，研讨会由主论坛、特色校本课程观摩和分论坛研讨三个环节组成，听取首都师范大学附中课程改革经验成果报告和北京市中高考改革解读；参会人员走进课堂，观摩学校开设22门特色校本课程；3个分论坛围绕“学校课程建设与选课走班”“学生发展指导与教学管理创新”“实践育人与创新能力培养”主题研讨。市区教委领导、首都师范大学附中教师以及来自北京市“遨游计划”项目学校教师600人参加会议。,0-4:time;16-39:name;46-75:sponsor;265-268:scale,"name: 新中高考背景下学校课程整体建设创新专题研讨会
participant: 市区教委领导、首都师范大学附中教师以及来自北京市“遨游计划”项目学校教师
summary: 无
sub_forum: 主论坛、特色校本课程观摩和分论坛研讨三个环节
paper: 无
invites: 无
time: 4月14日
sponsor: 市教委基教二处、北京教育科学研究院基教课程教材发展研究中心
standpoint: 无
purpose: 听取首都师范大学附中课程改革经验成果报告和北京市中高考改革解读
scale: 600人
spokesman: 无
prize: 无
theme: “学校课程建设与选课走班”“学生发展指导与教学管理创新”“实践育人与创新能力培养”",“新中高考背景下学校课程整体建设创新；研讨会；首都师范大学附中；市教委基教二处；北京教育科学研究院基教课程教材发展研究中心；主论坛；特色校本课程观摩；分论坛研讨；首都师范大学附中课程改革经验成果报告；北京市中高考改革解读；学校开设22门特色校本课程；学校课程建设与选课走班；学生发展指导与教学管理创新；实践育人与创新能力培养；市区教委领导；遨游计划”；
6月26日，怀柔区职业学校组织全体学生举行了“6.26”《绿色无毒阳光生活》专题讲座。讲座有幸请到怀柔区禁毒委员会办公室的禁毒讲师周宇航老师，周老师额讲解平易近人、深入浅出，着重讲解了毒品的危害，强调了如何防毒、拒毒、禁毒。学校以国际禁毒日为契机，远离毒品、珍爱生命。,0-4:time;22-41:name;49-69:invites,"name: 《绿色无毒阳光生活》专题讲座
participant: 全体学生
summary: 讲座内容主要包括了毒品的危害及如何防毒、拒毒、禁毒
sub_forum: 无
paper: 无
invites: 怀柔区禁毒委员会办公室的禁毒讲师周宇航老师
time: 6月26日
sponsor: 怀柔区职业学校
standpoint: 远离毒品、珍爱生命
purpose: 传达禁毒知识，提倡禁毒理念
scale: 全体学生
spokesman: 周宇航老师
prize: 无
theme: 绿色无毒阳光生活","""6.26；绿色无毒阳光生活；怀柔区职业学校；禁毒委员会办公室；禁毒讲师；周宇航老师；毒品的危害；防毒；拒毒；禁毒；国际禁毒日；珍爱生命；"""
11月10日，北京教育科学研究院通州区第一实验小学于宗花、闵军艳老师，参加了在四川成都市武侯区召开的中国陶行知研究会苏霍姆林斯基研究专业委员会第三届年会暨全国“情感性班集体建设”学术研讨会。大会上，于宗花老师做题为《精心设计班级活动，建设特色班级文化》的报告，闵军艳老师做题为《用“心”换得朗朗晴空》的报告，两位老师的现场报告交流获得一等奖，郭宝影等十名教师在此次研讨会征文比赛中获得一二等奖。（陈军华）,0-5:time;50-70:sponsor;71-93:name;95-197:summary,"name: 中国陶行知研究会苏霍姆林斯基研究专业委员会第三届年会暨全国“情感性班集体建设”学术研讨会
participant: 于宗花、闵军艳老师，郭宝影等十名教师
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 11月10日
sponsor: 无
standpoint: 无
purpose: 情感性班集体建设学术研讨
scale: 无
spokesman: 于宗花老师、闵军艳老师
prize: 一等奖、一二等奖
theme: 精心设计班级活动、用“心”换得朗朗晴空","""北京教育科学研究院；通州区第一实验小学；于宗花；闵军艳；四川成都市武侯区；中国陶行知研究会；苏霍姆林斯基研究专业委员会；年会；情感性班集体建设；学术研讨会；班级活动；特色班级文化；现场报告交流；一等奖；郭宝影；教师；研讨会；征文比赛；"""
5月27日-29日，以“我创新·我筑梦”为主题的北京邮电大学第十届创新创业实践成果展示交流会暨创新创业论坛成功举办。本届创新创业实践成果展共收到参展作品190余项，涉及智慧生活、数字娱乐、媒体设计、智能设备、等多个领域，项目内容覆盖了VR（虚拟现实）、AR（增强现实）技术、全息投影、深度学习等热点技术，特别是在大数据、人工智能、物联网等方面也作出了积极探索。10年来，学校累计投入支持本科生创新创业实践经费超过3000万元，近12万人次获得创新学分。学生参与双创实践项目率超过70%，创新创业教育真正实现了全员覆盖。,0-8:time;11-19:theme;24-52:name;58-178:purpose,"name: 北京邮电大学第十届创新创业实践成果展示交流会暨创新创业论坛
participant: 无
summary: 本届创新创业实践成果展共收到参展作品190余项，涉及智慧生活、数字娱乐、媒体设计、智能设备等多个领域
sub_forum: 创新创业论坛
paper: 无
invites: 无
time: 5月27日-29日
sponsor: 北京邮电大学
standpoint: 涉及大数据、人工智能、物联网等热点技术，学生参与双创实践项目率超过70%
purpose: 展示交流会及创新创业论坛
scale: 无
spokesman: 无
prize: 无
theme: “我创新·我筑梦”",“创新创业；北京邮电大学；实践成果展；技术；大数据；人工智能；物联网；学分；双创实践项目；教育；”
4月18日下午，自忠小学全体教师参加了由北京大学教育专家陈艳老师主讲的关于“如何做新时代老师”的讲座活动。讲座过程中陈主任首先和老师们互动交流了教育面临的挑战，为老师深入浅出地指出了教育的本质，教书同时更重要的是育人，教育不是把孩子教成谁，而是通过潜移默化的影响，帮助学生成长为自己。接着陈主任为老师们剖析了新时期孩子的生理和心理特点，列举了大量的具体实例，为老师详细介绍了科学有效的指导方法。通过讲座，使老师们明晰了如何做一个新时期的智慧教师，引领学生健康成长。,0-6:time;8-11:sponsor;20-31:invites;35-49:name;53-141:purpose,"name: 关于“如何做新时代老师”的讲座活动
participant: 自忠小学全体教师
summary: 无
sub_forum: 无
paper: 无
invites: 北京大学教育专家陈艳老师
time: 4月18日下午
sponsor: 无
standpoint: 教育的本质，新时期孩子的生理和心理特点，科学有效的指导方法
purpose: 指导教师如何在新时代做智慧教师，引领学生健康成长
scale: 自忠小学全体教师
spokesman: 北京大学教育专家陈艳老师
prize: 无
theme: “如何做新时代老师”","""4月18日；自忠小学；教师；北京大学；陈艳；讲座活动；教育挑战；育人；孩子特点；指导方法；智慧教师；学生成长；"""
5月28日高校创新创业教育研讨会暨第四届中国“互联网+”大学生创新创业大赛北京赛区推进会在北京邮电大学科技大厦举行。会议旨在进一步深化北京高校创新创业教育改革，搭建创新创业教育学术研讨与经验交流平台，并进一步推进中国“互联网+”大学生创新创业大赛北京赛区的赛事组织工作。会议由市教委高教处处长邵文杰主持，全市共有80多所高校主管校领导、教务处、学生处、创新创业教育学院等相关部门负责同志200余人参加了会议。会议邀请部分高校做了深化创新创业教育改革的经验分享。清华大学教务处创新创业教育主管邓焱介绍了清华大学“三位一体、三创融合的创新创业教育”开展情况，她特别指出，清华大学将创新创业教育全面融入人才培养体系，建造“三创融合”的校级协同教育平台，共创“开放共享”的教育生态，取得了显著成果；北京交通大学教务处副处长路勇就“创新创业教育工作的探索与实践”作了主题发言，她谈到，北京交通大学的工作思路将以“坚持立德树人，提高人才培养质量”为工作目标，以“统一认识，完善体系，突出特色”为工作理念，并通过“完善顶层设计，加强制度保障，推进人才培养模式改革”等措施和手段进一步推进创新创业教育改革。另外，同济大学、北京服装学院、北京财贸职业学院等兄弟院校的专家教师也在会上为大家分享了各校在深化创新创业教育改革、创新创业人才培养等方面的经验和做法。,0-4:time;5-43:name;193-197:scale,"name: 5月28日高校创新创业教育研讨会暨第四届中国“互联网+”大学生创新创业大赛北京赛区推进会
participant: 80多所高校主管校领导、教务处、学生处、创新创业教育学院等相关部门负责同志200余人
summary: 无
sub_forum: 无
paper: 无
invites: 市教委高教处处长邵文杰
time: 5月28日
sponsor: 北京邮电大学
standpoint: 深化北京高校创新创业教育改革，搭建创新创业教育学术研讨与经验交流平台
purpose: 推进中国“互联网+”大学生创新创业大赛北京赛区的赛事组织工作
scale: 200余人
spokesman: 清华大学教务处创新创业教育主管邓焱、北京交通大学教务处副处长路勇
prize: 无
theme: 创新创业教育改革、创新创业人才培养",“高校创新创业教育；教育改革；学术研讨；经验交流；大学生创新创业大赛；教育学院；创新创业教育改革；清华大学；北京交通大学；同济大学；北京服装学院；北京财贸职业学院；人才培养；教育生态；制度保障；人才培养模式改革；院校的专家教师；兄弟院校；创新创业人才培养；”
6月20日，由北京教育科学研究院、北京青少年科技创新学院主办的“第九届北京青少年翱翔科学论坛”闭幕式暨物理与地球科学领域论坛闭幕式在北京师范大学良乡附属中学举办。北京市教委、亚欧科技创新合作中心、北京国际科技合作协会等领导出席闭幕式。论坛包括四个分论坛，分别为人文与社会科学领域论坛、化学与生命科学领域论坛、数学与信息科学领域论坛、物理与地球科学领域论坛，在分论坛上，各领域学员的探究作品分别与专家师生们进行面对面交流。,0-4:time;7-27:sponsor;31-64:name;127-176:sub_forum,"name: 第九届北京青少年翱翔科学论坛
participant: 北京市教委、亚欧科技创新合作中心、北京国际科技合作协会等领导
summary: 无
sub_forum: 人文与社会科学领域论坛、化学与生命科学领域论坛、数学与信息科学领域论坛、物理与地球科学领域论坛
paper: 学员的探究作品
invites: 无
time: 6月20日
sponsor: 北京教育科学研究院、北京青少年科技创新学院
standpoint: 无
purpose: 无
scale: 无
spokesman: 无
prize: 无
theme: 无",“北京教育科学研究院；北京青少年科技创新学院；北京师范大学良乡附属中学；闭幕式；物理与地球科学领域论坛；人文与社会科学领域论坛；化学与生命科学领域论坛；数学与信息科学领域论坛；专家师生们；探究作品；面对面交流；”
4月21至22日，由中央电化教育馆《中国电化教育》杂志社、东城区教委联合主办的2016年全国推进区域教育信息化协同创新大会在北京市东城区召开。教育部全、中央电化教育馆、北京教育网络和信息中心有关领导和专家出席，北京师范大学、上海教育科学院的专家、学者和来自全国教育领域的管理者500余人参会。会议以“互联网+”时代的教育变革为主题，畅谈“互联网+”时代传统学校的革命性变革，分享区域智慧校园建设的经验，力推传统校园数字化升级，增进智慧教育技术与教育教学的深度融合。区教委作《深化改革提高质量，在“互联网+”时代，开启东城教育信息化新征程》主题报告；大会为“东城区基础教育大数据分析实验室”揭牌。大会期间举办东城国家教育信息化试验区成果研讨论坛，北京师范大学、东城区教师研修中心、区研修学院、北京市第五中学、北京市第十一中学、北京市第二十二中学分享教育信息化建设成果。与会代表分别走进五中分校、十一中学、五十中学、六十五中学、东直门中学、史家胡同小学课堂，与教师进行智慧教育经验分享与交流。,0-7:time;9-33:sponsor;39-60:name;71-144:scale;146-164:theme,"name: 2016年全国推进区域教育信息化协同创新大会
participant: 教育部全、中央电化教育馆、北京教育网络和信息中心有关领导和专家，北京师范大学、上海教育科学院的专家、学者和来自全国教育领域的管理者500余人
summary: 无
sub_forum: 东城国家教育信息化试验区成果研讨论坛
paper: 无
invites: 无
time: 4月21至22日
sponsor: 中央电化教育馆《中国电化教育》杂志社、东城区教委
standpoint: 关于“互联网+”时代的教育变革，传统学校的革命性变革，区域智慧校园建设的经验分享，传统校园数字化升级，智慧教育技术与教育教学的深度融合
purpose: 推进区域教育信息化协同创新
scale: 500余人
spokesman: 区教委
prize: 无
theme: “互联网+”时代的教育变革",“教育信息化；大会；智慧教育；互联网+；区教委；教育变革；数字化升级；教育技术；教育教学；大数据分析实验室；成果研讨论坛；教师研修中心；分享；交流；”
4月6日-13日，著名学者万志强、徐敏、罗伦、田光宇和张义斌等人先后来三帆中学举办专题讲座，涉及航空、生化武器、遥感导航技术、新能源汽车和海绵城市等多个领域，学生自愿参加，活动反响热烈。,0-7:time;9-31:invites;35-38:sponsor;41-44:name;46-92:purpose,"name: 专题讲座
participant: 万志强、徐敏、罗伦、田光宇、张义斌
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 4月6日-13日
sponsor: 三帆中学
standpoint: 涉及航空、生化武器、遥感导航技术、新能源汽车和海绵城市等多个领域
purpose: 无
scale: 学生自愿参加
spokesman: 万志强、徐敏、罗伦、田光宇、张义斌
prize: 无
theme: 专题讲座",“4月6日；3帆中学；专题讲座；学者；航空；生化武器；遥感导航技术；新能源汽车；海绵城市；学生；自愿参加；活动；热烈；”
9月29日，北京市教委、北京教育科学研究院召开数学学科教育大会。会议以“人人获得良好的数学教育——中小学数学课堂学习变革”为主题。邀请教育部基础教育课程教材专家、国家义务教育和普通高中数学课程标准修订组的负责人为三地数学教师解读国家最新的数学学科改革精神。会议设六个分论坛：整体视角下的单元教学、问题引领儿童深度学习、“数学好玩”与“玩好数学”、数学关键能力的解析与获得、认知加工与数学复习活动的整合、京津冀课改联盟工作研讨。来自京津冀三地的教育行政、教研、考试、电化教育等部门有关负责人，中小学数学学科教师、教研员代表等约600人参加会议。同时，大会通过网络直播的形式带动京津冀教研联盟，3000余人观看了网络直播。（时雁）,0-4:time;6-20:sponsor;23-30:name;36-59:theme;213-307:scale,"name: 数学学科教育大会
participant: 教育部基础教育课程教材专家、国家义务教育和普通高中数学课程标准修订组的负责人、京津冀三地的教育行政、教研、考试、电化教育等部门有关负责人，中小学数学学科教师、教研员代表
summary: 无
sub_forum: 整体视角下的单元教学、问题引领儿童深度学习、“数学好玩”与“玩好数学”、数学关键能力的解析与获得、认知加工与数学复习活动的整合、京津冀课改联盟工作研讨
paper: 无
invites: 北京市教委、北京教育科学研究院
time: 9月29日
sponsor: 北京市教委、北京教育科学研究院
standpoint: 人人获得良好的数学教育——中小学数学课堂学习变革
purpose: 传达国家最新的数学学科改革精神
scale: 约600人参加会议
spokesman: 无
prize: 无
theme: 人人获得良好的数学教育——中小学数学课堂学习变革","""数学学科教育大会；北京市教委；北京教育科学研究院；数学教育；中小学数学课堂学习变革；教育部基础教育课程教材专家；国家义务教育和普通高中数学课程标准修订组；数学学科改革精神；教学；问题引领儿童深度学习；数学关键能力；认知加工；数学复习活动；京津冀课改联盟；网络直播"""
"3月23日，以“探讨中英时尚政策、时尚孵化器和中英时尚合作发展”为主议题的“北京时尚论坛·中英时尚峰会”在北京服装学院创新园召开。活动由中国服装设计师协会、北京服装学院与英国大使馆文化教育处联合主办,北京服装学院创新园协办，并获得了伦敦艺术大学北京办公室的大力支持。百余位中英时尚设计领域专家学者、时装设计师、时尚企业代表和行业人士参加。中国服装设计师协会主席张庆辉、北京服装学院副校长贾荣林与英国文化协会中国区主任、英国大使馆文化教育公使艾琳女士出席并致辞，论坛开幕式由北京服装学院创新园总经理王琪主持。北京服装学院副校长贾荣林在致辞中强调，“北京时尚论坛·中英时尚峰会”是今年中英时尚文化交流项目的重要组成部分，北京服装学院将以此为契机，与英国文化教育协会和中国服装设计师协会一道，围绕中英时尚政策的特点、时尚商业孵化器的发展现状和中英设计师职业技能现状等议题开展深入探讨，以促进中英时尚业的交流，为两国时尚业合作寻求方向。十余位中英时尚领域的专家学者和优秀设计师及企业家代表作了主题发言。中国服装设计师协会主席张庆辉先生发表了《中国时尚产业发展和中英时尚领域合作机遇》主题演讲；英国时尚协会商务总监JenicoPreston先生对英国时尚协会的主要业务进行了介绍；英国时尚设计师PhoebeEnglish女士则从“探讨设计师品牌成长”的角度出发，介绍了同名品牌的创建经历；英国时尚与纺织协会国际商业发展总监PaulAlger先生分享了英国时尚与纺织协会在推动设计师品牌发展上的所作的探索与努力；英国文化教育协会时尚主管KendallRobbins女士发表了主题演讲《文化身份和时尚产业》；SHINELI品牌联合创始人、设计总监李姗女士，作为中国独立设计师发表题为《一个小众品牌的生存法则》的发言。",0-4:time;7-31:theme;37-51:name;68-94:sponsor;133-167:scale;169-223:invites,"name: 北京时尚论坛·中英时尚峰会
participant: 百余位中英时尚设计领域专家学者、时装设计师、时尚企业代表和行业人士
summary: 无
sub_forum: 无
paper: 无
invites: 中国服装设计师协会主席张庆辉、北京服装学院副校长贾荣林与英国文化协会中国区主任、英国大使馆文化教育公使艾琳女士
time: 3月23日
sponsor: 中国服装设计师协会、北京服装学院与英国大使馆文化教育处，北京服装学院创新园协办
standpoint: 重点围绕中英时尚政策的特点、时尚商业孵化器的发展现状和中英设计师职业技能现状等议题开展深入探讨
purpose: 促进中英时尚业的交流，为两国时尚业合作寻求方向
scale: 百余位
spokesman: 中国服装设计师协会主席张庆辉先生，英国时尚协会商务总监JenicoPreston先生，英国时尚设计师PhoebeEnglish女士，英国时尚与纺织协会国际商业发展总监PaulAlger先生，英国文化教育协会时尚主管KendallRobbins女士，SHINELI品牌联合创始人、设计总监李姗女士
prize: 无
theme: “探讨中英时尚政策、时尚孵化器和中英时尚合作发展”","""北京时尚论坛；中英时尚峰会；中国服装设计师协会；北京服装学院；英国大使馆文化教育处；中英时尚政策；时尚孵化器；中英时尚合作发展；中英时尚设计领域专家学者；时装设计师；时尚企业代表；中国服装设计师协会主席；北京服装学院副校长；英国文化协会中国区主任；英国大使馆文化教育公使；北京服装学院创新园总经理；中英时尚文化交流项目；中英时尚政策；时尚商业孵化器；中英设计师职业技能；中国时尚产业发展；中英时尚领域合作机遇；英国时尚协会商务总监；英国时尚设计师；英国时尚与纺织协会国际商业发展总监；英国文化教育协会时尚主管；SHINELI品牌联合创始人；设计总监；独立设计师""；"
5月11日，平谷区教委举办平谷区学习型城市建设成果展示及经验交流大会。区教委主任、区学习办主任李学东向专家组及与会人员致欢迎词。区教委副主任、区学习办副主任徐皝作平谷区学习型城市建设工作汇报。区委宣传部、区中国乐谷展示中心和北京荣涛豌豆产销专业合作社分别以《区四套班子带头读书写心得、助推学习型党组织建设》《建设国家级音乐产业基础、推动学习型平谷建设》《学习助推企业发展、成就豌豆绿色产业》为题进行成果汇报。专家组一行参观了中国乐谷展示中心和800亩豌豆产业基地，对我区创建学习型城市工作给予肯定，并提出建议:平谷区要突出地域优势，发挥中国乐谷文化熏陶作用和本地特色品牌企业的带动作用，借鉴其他区县优秀经验，借助专家智力支持，整合平谷教育资源，提升平谷区全民文化素养。北京市建设学习型城市专家组特约专家，北京市教委、各区县教委相关工作人员共70余人参加。,0-4:time;6-10:sponsor;13-33:name;64-94:summary;334-376:scale,"name: 平谷区学习型城市建设成果展示及经验交流大会
participant: 区教委主任、区学习办主任李学东，区教委副主任、区学习办副主任徐皝，专家组一行，北京市建设学习型城市专家组特约专家，北京市教委、各区县教委相关工作人员
summary: 无
sub_forum: 区委宣传部、区中国乐谷展示中心和北京荣涛豌豆产销专业合作社
paper: 《区四套班子带头读书写心得、助推学习型党组织建设》《建设国家级音乐产业基础、推动学习型平谷建设》《学习助推企业发展、成就豌豆绿色产业》
invites: 无
time: 5月11日
sponsor: 平谷区教委
standpoint: 肯定我区创建学习型城市工作，并提出建议
purpose: 展示平谷区学习型城市建设成果，进行经验交流
scale: 约70余人
spokesman: 区教委主任、区学习办主任李学东，区教委副主任、区学习办副主任徐皝，专家组一行，北京市建设学习型城市专家组特约专家，北京市教委、各区县教委相关工作人员
prize: 无
theme: 平谷区学习型城市建设成果展示及经验交流","""平谷区；学习型城市建设；成果展示；经验交流；区教委；主任；学习办；副主任；区委宣传部；中国乐谷展示中心；北京荣涛豌豆产销专业合作社；专家组；成果汇报；音乐产业基础；企业发展；国家级；文化熏陶；品牌企业；地域优势；教育资源；全民文化素养；北京市；专约专家；教委；工作人员；"""
5月4日，“传递星火逐梦青春”——2018年东城区中学生“五四”表彰大会在东城区少年宫举行。东城区人大、区政府、区政协以及首都文明办未成年人工作处、东城区文明办、区委教工委、区教委、区政府教育督导室相关领导出席出席，全区优秀师生、家长代表共计600余人参与活动。大会向广大青年学生致以节日问候，对获奖的个人和集体表示祝贺，并鼓励同学们以“五四”运动先驱为榜样，勇做走在时代前列的奋进者、开拓者、奉献者，为实现中华民族伟大复兴贡献自己的力量；大会表彰了6位“感动东城学子”和2017—2018学年度获得东城区三好学生、优秀学生干部、优秀班集体等荣誉称号的个人和集体；现场的同学们畅谈青春梦想，并通过直播连线场外，场内外上千名同学一同重温入团誓词。,0-3:time;5-35:name;37-42:sponsor;46-130:scale;133-218:spokesman;222-280:prize,"name: 2018年东城区中学生“五四”表彰大会
participant: 东城区人大、区政府、区政协以及首都文明办未成年人工作处、东城区文明办、区委教工委、区教委、区政府教育督导室相关领导、全区优秀师生、家长代表共计600余人
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 5月4日
sponsor: 东城区人大、区政府、区政协以及首都文明办未成年人工作处、东城区文明办、区委教工委、区教委、区政府教育督导室
standpoint: 对获奖的个人和集体表示祝贺，并鼓励同学们以“五四”运动先驱为榜样，勇做走在时代前列的奋进者、开拓者、奉献者，为实现中华民族伟大复兴贡献自己的力量
purpose: 表彰优秀师生，家长代表，鼓励学生为实现中华民族伟大复兴贡献自己的力量
scale: 600余人
spokesman: 无
prize: 6位“感动东城学子”和2017—2018学年度获得东城区三好学生、优秀学生干部、优秀班集体等荣誉称号的个人和集体
theme: “传递星火逐梦青春”","""五四表彰大会；东城区；青年学生；奋进者；三好学生；直播连线；青春梦想；入团誓词；"""
10月16日至20日，公安大学举办第九届国际警务论坛暨第十一届国际指纹研究工作组会议。校党委书记樊京玉，校党委副书记、校长曹诗权，党委委员、副校长席艳丽分别会见了与会专家代表。来自澳大利亚、巴西、加拿大、法国、德国、以色列、俄罗斯、塞尔维亚、瑞士、荷兰、英国、美国、越南等13个国家和我国的50余位专家进行了经验交流与学术分享。44位中外专家结合指纹领域前沿课题作学术报告61场，举办学术讲座10余场。,0-9:time;11-14:sponsor;17-41:name;43-75:invites;88-150:scale;151-163:purpose;164-200:sub_forum,"name: 第九届国际警务论坛暨第十一届国际指纹研究工作组会议
participant: 来自澳大利亚、巴西、加拿大、法国、德国、以色列、俄罗斯、塞尔维亚、瑞士、荷兰、英国、美国、越南等13个国家和我国的50余位专家
summary: 无
sub_forum: 无
paper: 44位中外专家结合指纹领域前沿课题作学术报告61场
invites: 无
time: 10月16日至20日
sponsor: 公安大学
standpoint: 无
purpose: 经验交流与学术分享
scale: 50余位专家
spokesman: 44位中外专家
prize: 无
theme: 指纹领域前沿课题","""国际警务论坛；国际指纹研究工作组会议；公安大学；校党委书记；校党委副书记；校长；与会专家代表；澳大利亚；巴西；加拿大；法国；德国；以色列；俄罗斯；塞尔维亚；瑞士；荷兰；英国；美国；越南；中外专家；指纹领域；学术报告；学术讲座；"""
7月12日，燕山教育工会召开第四次会员代表大会。燕山总工会主席刘微、燕山教委委员会领导班子出席会议。本次大会共有82名会员代表参加。预备会议上，燕山教委党委副书记主张秋艳同志向会员代表报告了大会筹备情况，经会员代表审议表决通过了主席团、执行主席名单和大会选举办法。经会员代表审议表决，通过了上一届三委工作报告。经过82名会员代表采取无记名差额的投票方式，选举产生了以房丹等7位同志组成的第四届工会委员会，以任德鸿等3位同志组成第四届经费审查委员会，以郭庆芳等3位同志组成的第四届女职工委员会。经燕山教育工会第一届委员会第一次全体会议，选举产生工会主席房丹、经审委员会主任任德鸿、女职工委员会主任郭庆芳。,0-4:time;6-11:sponsor;14-22:name;24-49:invites;50-65:scale;177-245:purpose,"name: 燕山教育工会第四次会员代表大会
participant: 燕山总工会主席刘微、燕山教委委员会领导班子、82名会员代表
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 7月12日
sponsor: 燕山教育工会
standpoint: 无
purpose: 召开第四次会员代表大会
scale: 82名会员代表
spokesman: 无
prize: 无
theme: 无","""燕山教育工会；会员代表大会；总工会主席；教委委员会；主席团；执行主席名单；选举办法；三委工作报告；工会委员会；经费审查委员会；女职工委员会；第一届委员会；全体会议；工会主席；审委员会主任；女职工委员会主任；"""
7月1日至2日，首都体育学院凤凰岭校区举办了第二届京津冀青少年柔道邀请赛，同时召开了“2017年京津冀地区体育运动学校校长论坛”。本次邀请赛共设男女13个级别，来自北京、天津、河北的126名男女运动员，10支代表队参赛。,0-6:time;8-18:sponsor;22-35:name;43-62:name;80-109:scale,"name: 第二届京津冀青少年柔道邀请赛；2017年京津冀地区体育运动学校校长论坛
participant: 126名男女运动员，10支代表队
summary: 无
sub_forum: 2017年京津冀地区体育运动学校校长论坛
paper: 无
invites: 无
time: 7月1日至2日
sponsor: 首都体育学院
standpoint: 无
purpose: 举办第二届京津冀青少年柔道邀请赛，召开2017年京津冀地区体育运动学校校长论坛
scale: 126名男女运动员，10支代表队
spokesman: 无
prize: 无
theme: 无",“7月1日；2日；首都体育学院；凤凰岭校区；第二届；京津冀；青少年；柔道；邀请赛；2017年；地区；体育运动学校；校长论坛；男女；13个级别；北京；天津；河北；126名；运动员；10支代表队；参赛；”
5月16日，海淀区教委举办家风家训论坛。论坛在海淀敬德书院举办，主题为“家风家训与立德树人”，开幕仪式上，学生表演古诗联唱《静夜思》《游子吟》《读唐诗》后，与会领导宣布成立敬德书院校友会，宣读校友会章程，并为校友代表赠书、颁发校友会徽章；北京大学教授楼宇烈、北京师范大学教授郭齐家、北京师范大学教授徐勇围绕“家风家训与立德树人”主题做演讲，从不同角度就“家风家训与立德树人”主题展开剖析与分享；“对话家风”环节中，人大附中校长翟小宁、清华附小校长窦桂梅、中国教科院研究员吴安春、北京东方道德研究所研究员任宝菊等针对主题展开对话与讨论。专家领导及教师100人参加论坛。,0-4:time;6-10:sponsor;13-18:name;35-46:theme;119-150:invites;207-253:invites;266-282:scale,"name: 家风家训论坛
participant: 北京大学教授楼宇烈、北京师范大学教授郭齐家、北京师范大学教授徐勇，人大附中校长翟小宁、清华附小校长窦桂梅、中国教科院研究员吴安春、北京东方道德研究所研究员任宝菊等
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 5月16日
sponsor: 海淀区教委
standpoint: 家风家训与立德树人
purpose: 探讨家风家训与立德树人的关系
scale: 100人
spokesman: 北京大学教授楼宇烈、北京师范大学教授郭齐家、北京师范大学教授徐勇
prize: 无
theme: 家风家训与立德树人",“家风家训；立德树人；敬德书院；校友会；演讲；对话家风；参加论坛；教委；北京大学教授；北京师范大学教授；人大附中校长；清华附小校长；研究员；教师”；
